"prodfra_2009","prodfra_2010","prodfra_2011","prodfra_2012","prodfra_2013","prodfra_2014","prodfra_2015","prodfra_2016","prodfra_2017","prodfra_2018","prodfra_2019","prodfra_2020","prodfra_2021","get(prodfra_yr)","prodfra_plus"
"30119200","30119200","30119200","30119200","30119200","30119200","30119200","30119200","30119200","30119200","30119200","30119200","30119200","30119200","30119200"
"30121200","30121200","30121200","30121200","30121200","30121200","30121200","30121200","30121200","30121200","30121200","30121200","30121200","30121200","30121200"
"30121930","30121930","30121930","30121930","30121930","30121930","30121930","30121930","30121930","30121930","30121930","30121930","30121930","30121930","30121930"
"30121970","30121970","30121970","30121970","30121970","30121970","30121970","30121970","30121970","30121970","30121970","30121970","30121970","30121970","30121970"
"30201100","30201100","30201100","30201100","30201100","30201100","30201100","30201100","30201100","30201100","30201100","30201100","30201100","30201100","30201100"
"30201300","30201300","30201300","30201300","30201300","30201300","30201300","30201300","30201300","30201300","30201300","30201300","30201300","30201300","30201300"
"30202000","30202000","30202000","30202000","30202000","30202000","30202000","30202000","30202000","30202000","30202000","30202000","30202000","30202000","30202000"
"30203100","30203100","30203100","30203100","30203100","30203100","30203100","30203100","30203100","30203100","30203100","30203100","30203100","30203100","30203100"
"30203200","30203200","30203200","30203200","30203200","30203200","30203200","30203200","30203200","30203200","30203200","30203200","30203200","30203200","30203200"
"30203300","30203300","30203300","30203300","30203300","30203300","30203300","30203300","30203300","30203300","30203300","30203300","30203300","30203300","30203300"
"30204030","30204030","30204030","30204030","30204030","30204030","30204030","30204030","30204030","30204030","30204030","30204030","30204030","30204030","30204030"
"30204050","30204050","30204050","30204050","30204050","30204050","30204050","30204050","30204050","30204050","30204050","30204050","30204050","30204050","30204050"
"30209100","30209100","30209100","30209100","30209100","30209100","30209100","30209100","30209100","30209100","30209100","30209100","30209100","30209100","30209100"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30301100","30301100","30301100","30301100","30301100","30301100"
"30301200","30301200","30301200","30301200","30301200","30301200","30301200","30301200","30301200","30301200","30301200","30301200","30301200","30301200","30301200"
"30301210","30301210","30301210","30301210","30301210","30301210","30301210","30301210","30301210","30301210","30301210","30301210","30301210","30301210","30301210"
"30301300","30301300","30301300","30301300","30301300","30301300","30301300","30301300","30301300","30301300","30301300","30301300","30301300","30301300","30301300"
"30301400","30301400","30301400","30301400","30301400","30301400","30301400","30301400","30301400","30301400","30301400","30301400","30301400","30301400","30301400"
"30301500","30301500","30301500","30301500","30301500","30301500","30301500","30301500","30301500","30301500","30301500","30301500","30301500","30301500","30301500"
"30301600","30301600","30301600","30301600","30301600","30301600","30301600","30301600","30301600","30301600","30301600","30301600","30301600","30301600","30301600"
NA,NA,"30302000","30302000","30302000","30302000","30302000","30302000","30302000","30302000","30302000","30302000","30302000","30302000","30302000"
"30303100","30303100","30303100","30303100","30303100","30303100","30303100","30303100","30303100","30303100","30303100","30303100","30303100","30303100","30303100"
"30303200","30303200","30303200","30303200","30303200","30303200","30303200","30303200","30303200","30303200","30303200","30303200","30303200","30303200","30303200"
"30303300","30303300","30303300","30303300","30303300","30303300","30303300","30303300","30303300","30303300","30303300","30303300","30303300","30303300","30303300"
"30303400","30303400","30303400","30303400","30303400","30303400","30303400","30303400","30303400","30303400","30303400","30303400","30303400","30303400","30303400"
"30304000","30304000","30304000","30304000","30304000","30304000","30304000","30304000","30304000","30304000","30304000","30304000","30304000","30304000","30304000"
"30305010","30305010","30305010","30305010","30305010","30305010","30305010","30305010","30305010","30305010","30305010","30305010","30305010","30305010","30305010"
"30305030","30305030","30305030","30305030","30305030","30305030","30305030","30305030","30305030","30305030","30305030","30305030","30305030","30305030","30305030"
"30305050","30305050","30305050","30305050","30305050","30305050","30305050","30305050","30305050","30305050","30305050","30305050","30305050","30305050","30305050"
"30305090","30305090","30305090","30305090","30305090","30305090","30305090","30305090","30305090","30305090","30305090","30305090","30305090","30305090","30305090"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30306030","30306030","30306030","30306030","30306030"
"30306070","30306070","30306070","30306070","30306070","30306070","30306070","30306070","30306070","30306070","30306070","30306070","30306070","30306070","30306070"
"30401000","30401000","30401000","30401000","30401000","30401000","30401000","30401000","30401000","30401000","30401000","30401000","30401000","30401000","30401000"
"30911100","30911100","30911100","30911100","30911100","30911100","30911100","30911100","30911100","30911100","30911100","30911100","30911100","30911100","30911100"
"30911200","30911200","30911200","30911200","30911200","30911200","30911200","30911200","30911200","30911200","30911200","30911200","30911200","30911200","30911200"
"30911300","30911300","30911300","30911300","30911300","30911300","30911300","30911300","30911300","30911300","30911300","30911300","30911300","30911300","30911300"
"30912090","30912090","30912090","30912000","30912000","30912000","30912000","30912000","30912000","30912000","30912000","30912000","30912000","30912000","30912000"
NA,NA,NA,NA,NA,"30913100","30913100","30913100","30913100","30913100","30913100","30913100","30913100","30913100","30913100"
"30921050","30921050","30921050","30921000","30921000","30921000","30921000","30921000","30921000","30921000","30921000","30921000","30921000","30921000","30921000"
"30922030","30922030","30922030","30922030","30922030","30922030","30922030","30922030","30922030","30922030","30922030","30922030","30922030","30922030","30922030"
"30922090","30922090","30922090","30922090","30922090","30922090","30922090","30922090","30922090","30922090","30922090","30922090","30922090","30922090","30922090"
"30923010","30923010","30923010","30923010","30923010","30923010","30923010","30923010","30923010","30923010","30923010","30923010","30923010","30923010","30923010"
"30923070","30923070","30923070","30923070","30923070","30923070","30923070","30923070","30923070","30923070","30923070","30923070","30923070","30923070","30923070"
"30991000","30991000","30991000","30991000","30991000","30991000","30991000","30991000","30991000","30991000","30991000","30991000","30991000","30991000","30991000"
"31010010","31010010","31010010","31010010","31010010","31010010","31010010","31010010","31010010","31010010","31010010","31010010","31010010","31010010","31010010"
"31010020","31010020","31010020","31010020","31010020","31010020","31010020","31010020","31010020","31010020","31010020","31010020","31010020","31010020","31010020"
"31010021","31010021","31010021","31010021","31010021","31010021","31010021","31010021","31010021","31010021","31010021","31010021","31010021","31010021","31010021"
"31010030","31010030","31010030","31010030","31010030","31010030","31010030","31010030","31010030","31010030","31010030","31010030","31010030","31010030","31010030"
"31010031","31010031","31010031","31010031","31010031","31010031","31010031","31010031","31010031","31010031","31010031","31010031","31010031","31010031","31010031"
"31010040","31010040","31010040","31010040","31010040","31010040","31010040","31010040","31010040","31010040","31010040","31010040","31010040","31010040","31010040"
"31011170","31011170","31011100","31011100","31011100","31011100","31011100","31011100","31011100","31011100","31011100","31011100","31011100","31011100","31011100"
"31011181","31011181","31011181","31011181","31011181","31011181","31011181","31011181","31011181","31011181","31011181","31011181","31011181","31011181","31011181"
"31011182","31011182","31011182","31011182","31011182","31011182","31011182","31011182","31011182","31011182","31011182","31011182","31011182","31011182","31011182"
"31011183","31011183","31011183","31011183","31011183","31011183","31011183","31011183","31011183","31011183","31011183","31011183","31011183","31011183","31011183"
"31011200","31011200","31011200","31011200","31011200","31011200","31011200","31011200","31011200","31011200","31011200","31011200","31011200","31011200","31011200"
"31011210","31011210","31011210","31011210","31011210","31011210","31011210","31011210","31011210","31011210","31011210","31011210","31011210","31011210","31011210"
